,price,description,locations,titles,target,labelled,websites,index
18,649900.0,sun filled spacious bedroom washroom condo unit prime the heart mississauga 815 sft 760 sft balcony well maintained building low maint fee includes heating easy detail ,mississauga peel region,       condo for sale mississauga peel region message about hurontario eglinton 1599546932 message about hurontario eglinton  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/message-us-about-hurontario-eglinton/1599546932,18
19,998000.0,selection south view unit scala sought after ravine view luxury building built tridel parking and locker included all unit 915 sqft 998k unit 1156 sqft 15m unit detail ,city toronto,       condo for sale city toronto scala assignment full inventory south ravine units 1599542525 scala assignment full inventory south ravine units  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/scala-assignment-full-inventory-of-south-ravine-units/1599542525,19
20,400000.0,just like the main poster for nobu toronto south east clear view finance district there are two available layout 862 and 1038 sqft both unit come with balcony both unit come with detail ,city toronto,       condo for sale city toronto clear view south east assignment nobu 1599542521 clear view south east assignment nobu  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/clear-view-south-east-assignment-nobu/1599542521,20
21,450000.0,very short wait for occupancy this beautiful north east unit clear view both side beautiful view all around parking locker assignment price 450 000 ask for video showing this detail ,city toronto,       condo for sale city toronto the esplanade bedroom north east parking assignment 1599542517 the esplanade bedroom north east parking assignment  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/75-the-esplanade-3-bedroom-north-east-parking-assignment/1599542517,21
22,450000.0,hello this for those who want clear lake view for life this south view unit lakeside residence just that parking and locker included great layout most popular split bedroom the detail ,city toronto,       condo for sale city toronto clear lake view for life lakeside residences assignment 1599542468 clear lake view for life lakeside residences assignment  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/clear-lake-view-for-life-lakeside-residences-assignment/1599542468,22
23,798000.0,complete inventory almost every layout building very rare find unit asking price 820 000 not negotiable bed bath parking locker size 649 sqft view north view detail ,city toronto,       condo for sale city toronto nobu assignment mercer bed bath reduced 1200 1599542466 nobu assignment mercer bed bath reduced 1200  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/nobu-assignment-15-mercer-2-bed-2-bath-reduced-1200-ft/1599542466,23
24,300000.0,this beautiful south east unit clear view both side beautiful view all around ceiling very hard find balcony parking locker assignment price 300 000 ask for detail ,city toronto,       condo for sale city toronto the esplanade 10ft ceiling south east parking assignment 1599542463 the esplanade 10ft ceiling south east parking assignment  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/75-the-esplanade-10ft-ceiling-south-east-parking-assignment/1599542463,24
25,548000.0,amazing opportunity purchase brand new direct buyer only coop mike abdoos 6479900055 the real estate office inc detail ,city toronto,       condo for sale city toronto the esplanade assignment one bed 1599542460 the esplanade assignment one bed  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/75-the-esplanade-assignment-one-bed/1599542460,25
26,985000.0,assignment 293 the kingsway bedroom den parking 985 000 posted over month ago 293 the kingsway etobicoke m9a 3a9 canada view map bedroom den bathroom size sqft 875 asking detail ,city toronto,       condo for sale city toronto assignment the kingsw bedroom den parking 1599542454 assignment the kingsw bedroom den parking  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/assignment-2-93-the-kingsw-ay-2-bedroom-den-w-parking/1599542454,26
27,630000.0,working with the experienced assignment expert buy and sell condo assignment tanu condo park mississauga port credit mississauga detail ,city toronto,       condo for sale city toronto tanu 158 front lawrence panda condo assignment 1128879156 tanu 158 front lawrence panda condo assignment 楼花转让  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/tanu-158-front-st-lawrence-panda-condo-assignment/1128879156,27
28,550000.0,looking relocate invest the mimico waterfront area along lake shore blvd west humber bay shore one toronto’ fastest growing community with stunning view lake ontario and the detail ,city toronto,       condo for sale city toronto mimico lake shore bed den condos for sale live invest 1599541134 mimico lake shore bed den condos for sale live invest  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/mimico-lake-shore-1-bed-1-den-condos-for-sale-live-or-invest/1599541134,28
29,625000.0,looking relocate the south etobicoke area around bloor 427 the queensway bloor islington dundas and sherway garden south etobicoke minute downtown toronto and all other toronto detail ,city toronto,       condo for sale city toronto south etobicoke sherway bed and bed condos for sale 1599540680 south etobicoke sherway bed and bed condos for sale  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/south-etobicoke-sherway-2-bed-and-3-bed-condos-for-sale/1599540680,29
30,769000.0,ml w5460783 beautifully designed storey unit located the mature high demand river oak community min highly reputed white oak school walking distance sheridan college close detail ,oakville halton region,       condo for sale oakville halton region 2205 lillykin oakville ontario 1599537181 2205 lillykin oakville ontario  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/oakville-halton-region/5-2205-lillykin-st-oakville-ontario/1599537181,30
31,660000.0,welcome this brand new bedroom full washroom condo with breath taking city view and tower view enjoy the functional open concept split bedroom layout brilliantly equipped with over detail ,city toronto,       condo for sale city toronto bedrm bth allen ranee avenue 1599537318 bedrm bth allen ranee avenue  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/2-bedrm-2-bth-allen-rd-ranee-avenue/1599537318,31
32,589800.0,ml e5460662 your search stop here rarely available corner condo townhome unit freshly painted very well maintained clean home for you and your family conveniently located close northview detail ,oshawa durham region,       condo for sale oshawa durham region 1330 trowbridge oshawa ontario 1599536629 1330 trowbridge oshawa ontario  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/oshawa-durham-region/1-1330-trowbridge-dr-oshawa-ontario/1599536629,32
33,685000.0,beautiful bedroom corner unit condo sought after building unit feature large balcony lot natural light home feature great open concept floor plan gorgeous laminate flooring detail ,mississauga peel region,       condo for sale mississauga peel region new bdrm bth eglinton ave erin mills pkwy contact today 1599536533 new bdrm bth eglinton ave erin mills pkwy contact today  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/new-bdrm-2-bth-eglinton-ave-w-erin-mills-pkwy-contact-today/1599536533,33
34,469000.0,ml w5460640 great opportunity own beautiful unit high demand area corner 3bed washroom unit with excellent layout bright and spacious bedroom with lot upgrade maintenance fee detail ,markham york region   ,       condo for sale markham york region 311 345 driftwood ave toronto ontario 1599536058 311 345 driftwood ave toronto ontario  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/markham-york-region/311-345-driftwood-ave-toronto-ontario/1599536058,34
35,570000.0,bright spacious extensively upgraded bedroom full bathroom condo exceptional family value large living room patio door huge balcony netting dining room just off kitchen detail ,mississauga peel region,       condo for sale mississauga peel region located near kipling panorama toronto 1599535935 located near kipling panorama toronto  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/located-near-kipling-panorama-toronto/1599535935,35
36,575000.0,ml w5460655 loaction spacious bed condo high demand area etobicoke full washroom kitchen lrg living den apx 1200 sqft lrg balcony ravine view master detail ,city toronto,       condo for sale city toronto 305 rowntree toronto ontario 1599535406 305 rowntree toronto ontario  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/305-5-rowntree-rd-toronto-ontario/1599535406,36
37,449000.0,ml e5460579 prime wonderful spacious bedroom corner condo unit @ the corner midland lawrence modern kitchen with stainless steel appliance balcony ensuite laundry one detail ,city toronto,       condo for sale city toronto 304 100 prudential toronto ontario 1599534317 304 100 prudential toronto ontario  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/304-100-prudential-dr-toronto-ontario/1599534317,37
38,510000.0,ml w5459821 bright corner bedroom unit the capri featuring excellent layout ceiling laminate flooring suite laundry the kitchen boast granite countertop and frigidaire detail ,mississauga peel region,       condo for sale mississauga peel region 1803 1359 rathburn mississauga ontario 1599531545 1803 1359 rathburn mississauga ontario  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/1803-1359-rathburn-rd-e-mississauga-ontario/1599531545,38
39,99800.0,new luxurious yorkville boutique condo one the most prestigious affluent neighbourhood 832sqf ceiling split layout superb the annex unobstructed corner unit with detail ,city toronto,       condo for sale city toronto avenue davenport toronto 1599532870 avenue davenport toronto  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/avenue-davenport-toronto/1599532870,39
40,528800.0,near hyw 404 401 subway ttc station fairview mall nice professionally upgraded unobstructed fantastic view open concept bedroom original den conversion detail ,city toronto,       condo for sale city toronto sheppard ave east hwy 404 1599532361 sheppard ave east hwy 404  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/sheppard-ave-east-hwy-404/1599532361,40
41,699000.0,horizon bay downtown core over 850 luxurious living space bedroom huge den large wall wall window and door semi ensuite bath eat kitchen with granite detail ,city toronto,       condo for sale city toronto bathrooms bedrooms bay and edward 1599531689 bathrooms bedrooms bay and edward  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/2-bathrooms-1-bedrooms-bay-st-and-edward-st/1599531689,41
42,795000.0,condo apt mississauga near confederation burnhamthorpe area one the best condo living the heart mississauga city condo phase 868 foot two bedroom suit with two detail ,mississauga peel region,       condo for sale mississauga peel region 2br 2wr condo apt mississauga near confederation burnhamtho 1599528110 2br 2wr condo apt mississauga near confederation burnhamtho  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/2br-2wr-condo-apt-in-mississauga-near-confederation-burnhamtho/1599528110,42
43,789900.0,att row twn milton near louis laurent savoline area beautifully upgraded turnkey townhome high demand area milton this bedroom bathroom home feature brand new detail ,oakville halton region,       condo for sale oakville halton region 2br 2wr att row twn milton near louis laurent savolin 1599528045 2br 2wr att row twn milton near louis laurent savolin  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/oakville-halton-region/2br-2wr-att-row-twn-in-milton-near-louis-st-laurent-savolin/1599528045,43
44,785000.0,condo apt mississauga near hwy and burnhamthorpe area this bright spacious unit feature open concept layout nice open balcony view celebration square and square one two detail ,mississauga peel region,       condo for sale mississauga peel region 2br 2wr condo apt mississauga near hwy and burnhamthorpe 1599527975 2br 2wr condo apt mississauga near hwy and burnhamthorpe  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/2br-2wr-condo-apt-in-mississauga-near-hwy-10-and-burnhamthorpe/1599527975,44
45,774900.0,condo apt milton near main thompson area welcome art main this brand new 2bedroom 1den and 2bath open concept layout laminate throughout 9ft smooth detail ,oakville halton region,       condo for sale oakville halton region 2br 2wr condo apt milton near main thompson 1599527935 2br 2wr condo apt milton near main thompson  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/oakville-halton-region/2br-2wr-condo-apt-in-milton-near-main-st-e-thompson-rd/1599527935,45
46,575000.0,loaction spacious bed condo high demand area etobicoke full washroom kitchen lrg living den apx 1200 sqft lrg balcony ravine view master 5pc enst detail ,mississauga peel region,       condo for sale mississauga peel region kipling and rowntree road new bdrm bth call for more details 1599526634 kipling and rowntree road new bdrm bth call for more details  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/kipling-and-rowntree-road-new-bdrm-2-bth-call-for-more-details/1599526634,46
47,608800.0,luxury living one bdrm condo the heart downtown mississauga engineered wood flooring thruout modern open concept prime city centre copy paste below for more detail this condo detail ,mississauga peel region,       condo for sale mississauga peel region bedroom bths located burnhamthorpe confederation 1599525177 bedroom bths located burnhamthorpe confederation  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/1-bedroom-1-bths-located-at-burnhamthorpe-confederation/1599525177,47
48,719000.0,condo apt mississauga near hurontario hillcrest area step cooksville and public transit minute train union station stunning two detail ,mississauga peel region,       condo for sale mississauga peel region 2br 2wr condo apt mississauga near hurontario hillcrest 1599524523 2br 2wr condo apt mississauga near hurontario hillcrest  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/2br-2wr-condo-apt-in-mississauga-near-hurontario-hillcrest/1599524523,48
49,719000.0,welcome the new modern stanley condo this immaculate unit feature bed plus den full bath spacious living area with lot natural light massive balcony offer breathtaking detail ,city toronto,       condo for sale city toronto bathrooms new bedrooms church carlton 1599523760 bathrooms new bedrooms church carlton  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/1-bathrooms-new-bedrooms-church-st-carlton-st/1599523760,49
50,550000.0,face south middle floor with parking serious direct buyer only please message you are interested address 460 burnhamthorpe mississauga city condo new condo detail ,mississauga peel region,       condo for sale mississauga peel region city2 condo assignment1bedroom 479feet mississauga parking 1599523724 city2 condo assignment1bedroom 479feet mississauga parking  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/m-city2-condo-assignment1bedroom-479feet-mississauga-parking/1599523724,50
51,499900.0,large bedroom bath unit with clear east facing view approximately 1160 with hardwood floor this unit ha been priced sell and won last act now fabulous area with large play detail ,city toronto,       condo for sale city toronto finch bathurst bdr bth 1599520739 finch bathurst bdr bth  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/finch-bathurst-on-3-bdr-2-bth/1599520739,51
52,668000.0,ml c5412173 this assignment sale 673 balcony excellent layout motivated seller tentative occupancy nov 2021 short walk subway fairview mall tim horton community detail ,city toronto,       condo for sale city toronto 116 forest manor toronto ontario 1591446842 116 forest manor toronto ontario  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/116-36-forest-manor-rd-toronto-ontario/1591446842,52
53,539900.0,welcome the triumph luxury tower this immaculate suite feature amazing sun filled open concept floor plan with floor ceiling window with unobstructed view five star amenity detail ,mississauga peel region,       condo for sale mississauga peel region condos for sale bloor east mall toronto ontario 539 900 1563764313 condos for sale bloor east mall toronto ontario 539 900  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/condos-for-sale-in-bloor-east-mall-toronto-ontario-539-900/1563764313,53
54,559900.0,welcome your new place you enjoy your sun filled open concept and practical layout \\rwith two bedroom plus solarium there space for everyone you love the relaxing view the sun detail ,mississauga peel region,       condo for sale mississauga peel region condos for sale city centre mississauga ontario 559 900 1573834985 condos for sale city centre mississauga ontario 559 900  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/mississauga-peel-region/condos-for-sale-in-city-centre-mississauga-ontario-559-900/1573834985,54
55,598000.0,fantastic bedroom den with over 300 square foot terrace located great neighborhood with million dollar home \\rproperty feature spacious living room with walk out huge terrace detail ,city toronto,       condo for sale city toronto condos for sale keele maple leaf toronto ontario 598 000 1573833319 condos for sale keele maple leaf toronto ontario 598 000  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/condos-for-sale-in-keele-maple-leaf-toronto-ontario-598-000/1573833319,55
56,188000.0,ml c5382668 enjoy top the line amenity and service corner unit breathtaking view see lake tower rogers center roy thomson hall five star shangri hotel top quality kitchen detail ,city toronto,       condo for sale city toronto 2909 180 university ave toronto ontario 1587116011 2909 180 university ave toronto ontario  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/2909-180-university-ave-toronto-ontario/1587116011,56
57,671900.0,pre construction joy condo markham urban condo near joy station markham project releasing soon \\rjust step from the joy station joy station condo celebrate stylish urban detail ,markham york region   ,       condo for sale markham york region condos for sale mount joy markham ontario 671 900 1553139208 condos for sale mount joy markham ontario 671 900  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/markham-york-region/condos-for-sale-in-mount-joy-markham-ontario-671-900/1553139208,57
58,749000.0,ml c5440097 city place parade bedroom den with iding door semi ensuite high floor 9ft ceiling unobstructed north city view den separate from master serf difference detail ,city toronto,       condo for sale city toronto 3316 iceboat terr toronto ontario 1595732807 3316 iceboat terr toronto ontario  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/3316-15-iceboat-terr-toronto-ontario/1595732807,58
59,898000.0,ml c5439776 just the intersection yonge bloor functional layout with waste space high end finish throughout ceiling direct access subway line walking distance detail ,city toronto,       condo for sale city toronto 6503 bloor toronto ontario 1595732674 6503 bloor toronto ontario  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/6503-1-bloor-st-e-toronto-ontario/1595732674,59
60,829000.0,ml c5439910 award winning living project just minute entertainment district lawrence market subway station spacious unit 872 foot with ceiling upgraded large master detail ,city toronto,       condo for sale city toronto 404 116 george toronto ontario 1595732216 404 116 george toronto ontario  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/404-116-george-st-n-toronto-ontario/1595732216,60
61,819800.0,ml c5439161 one kind bright 1140 bedroom den den used plenty storage large closet mirrored door armoire plus large locker underground exposure detail ,city toronto,       condo for sale city toronto 1407 298 jarvis toronto ontario 1595731459 1407 298 jarvis toronto ontario  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/1407-298-jarvis-st-toronto-ontario/1595731459,61
62,630000.0,working with the experienced assignment expert buy and sell condo assignment tanu condo park mississauga port credit mississauga detail ,city toronto,       condo for sale city toronto tanu 158 front lawrence panda condo assignment 1128879156 tanu 158 front lawrence panda condo assignment 楼花转让  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/tanu-158-front-st-lawrence-panda-condo-assignment/1128879156,62
63,925000.0,ml c5438688 yorkville perfection four season private residence superb open concept great room ceiling wall wall floor ceiling glass throughout almost 1260 provides detail ,city toronto,       condo for sale city toronto 701 scollard toronto ontario 1595731294 701 scollard toronto ontario  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/701-55-scollard-st-toronto-ontario/1595731294,63
64,595000.0,ml c5438481 welcome boutique yorkville living one8one davenport home only suite and star amenity guest suite rarely offered den suite 485 sqft only suite 9th detail ,city toronto,       condo for sale city toronto 903 181 davenport toronto ontario 1595730379 903 181 davenport toronto ontario  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/903-181-davenport-rd-toronto-ontario/1595730379,64
65,549000.0,ml c5438333 freshly painted bright and spacious corner bedroom unit located minute away wilson subway station downtown minute modern kitchen with built kitchen island and detail ,city toronto,       condo for sale city toronto 423 monte kwinter crt toronto ontario 1595730998 423 monte kwinter crt toronto ontario  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/423-38-monte-kwinter-crt-toronto-ontario/1595730998,65
66,99000.0,ml c5382037 premium corner suite one the city most coveted building built tridel spacious bedroom south view large balcony custom kitchen oversized centre island natural detail ,city toronto,       condo for sale city toronto 931 560 front toronto ontario 1587112812 931 560 front toronto ontario  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/931-560-front-st-w-toronto-ontario/1587112812,66
67,474900.0,ml 40189167 welcome mccowan place this condo unit ha been freshened and ready for next owner the unit carpet free with brand new ceramic tile the kitchen and bathroom and detail ,city toronto,       condo for sale city toronto 121 trudelle street unit 1011 scarborough ontario 1595729993 121 trudelle street unit 1011 scarborough ontario  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/121-trudelle-street-unit-1011-scarborough-ontario/1595729993,67
68,610000.0,ml w5381733 located the heart bronte village stoneboat quay low rise boutique condominium with the energetic bronte lifestyle your doorstep bedroom den loft located the top detail ,oakville halton region,       condo for sale oakville halton region 405 100 bronte oakville ontario 1587112225 405 100 bronte oakville ontario  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/oakville-halton-region/405-100-bronte-rd-oakville-ontario/1587112225,68
69,888000.0,ml c5438600 welcome the distinction boutique condo quiet street step yonge and eglinton public transit restaurant and great shopping this 918 unit ha two bedroom two full detail ,city toronto,       condo for sale city toronto 308 lillian toronto ontario 1595728638 308 lillian toronto ontario  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/308-11-lillian-st-toronto-ontario/1595728638,69
70,524900.0,ml 40188163 bright corner bdrm move ready condo for sale maintenance fee cover all utility atrium glass lobby with water fountain bldg fronting lake great live invest easy detail ,city toronto,       condo for sale city toronto 650 queens quay unit 722 toronto ontario 1595728540 650 queens quay unit 722 toronto ontario  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/650-queens-quay-w-unit-722-toronto-ontario/1595728540,70
71,190000.0,ml c5381409 most desirable lakefront address pier perfect for those who want downtown energy with waterfront relaxation access the waterfront just step away this townhome feature detail ,city toronto,       condo for sale city toronto 132 queens quay toronto ontario 1587112054 132 queens quay toronto ontario  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/city-of-toronto/th-132-39-queens-quay-st-toronto-ontario/1587112054,71
72,610000.0,ml 40162978 located the heart bronte village stoneboat quay low rise boutique condominium with the energetic bronte lifestyle your doorstep newly renovated lobby and elevator detail ,oakville halton region,       condo for sale oakville halton region 100 bronte road unit 405 oakville ontario 1587110580 100 bronte road unit 405 oakville ontario  ,condo,1,https:/www.kijiji.ca/v-condo-for-sale/oakville-halton-region/100-bronte-road-unit-405-oakville-ontario/1587110580,72
